game_no,Home_team,Away_team,half_time_score,home_score,away_score,home_odds,draw_odds,away_odds,game_id,outcome,home_wins,draws_no,away_wins,game_count,1/2
5,MUN,ARS,1-0,2,1,2.16,4.05,3.0,262,1,4,2,1,7,1
6,NEW,MCI,0-0,3,1,2.4,3.85,2.75,263,1,3,1,1,5,1
7,NOT,LUT,0-0,1,0,1.95,3.8,3.7,185,1,3,2,3,8,1
8,SHU,LIV,0-0,1,2,3.9,4.1,1.83,196,2,3,1,4,8,1
9,TOT,AST,1-1,1,1,2.1,3.8,3.25,254,x,1,2,2,5,0
10,WOL,WHU,0-1,1,2,2.7,3.55,2.55,133,2,0,1,5,6,1
1,BOU,MUN,2-0,2,1,4.15,4.1,1.78,11,1,2,1,2,5,1
2,CHE,ARS,0-0,0,1,2.19,3.85,3.05,33,2,6,1,2,9,1
3,EVE,CRY,0-0,0,0,2.14,3.55,3.35,231,x,5,3,1,9,0
4,LUT,BUR,1-0,2,0,2.35,3.45,3.05,223,1,2,1,0,3,1
5,MCI,BHA,1-0,1,1,1.88,4.0,3.8,237,x,1,1,2,4,0
6,NOT,FUL,0-0,0,0,2.23,3.75,3.0,272,x,4,1,2,7,0
7,SHU,NEW,0-1,0,1,3.95,3.8,1.89,131,2,1,0,5,6,1
8,TOT,BRE,2-0,2,0,1.75,3.9,4.55,224,1,3,0,1,4,1
9,WHU,LIV,1-1,1,2,2.35,3.95,2.75,68,2,5,0,2,7,1
10,WOL,AST,2-2,2,2,3.0,3.6,2.3,289,x,1,2,1,4,0
1,BHA,SHU,1-0,1,0,1.47,4.55,6.75,218,1,5,0,1,6,1
2,BOU,CHE,0-0,1,1,4.2,3.85,1.82,88,x,2,2,5,9,0
3,BRE,WOL,1-0,1,0,2.12,3.45,3.5,282,1,5,2,2,9,1
4,BUR,FUL,1-0,1,1,2.4,3.55,2.9,73,x,1,4,1,6,0
5,CRY,ARS,0-0,2,0,3.1,3.8,2.18,164,1,2,2,3,7,1
6,EVE,LUT,0-0,0,0,1.71,3.85,4.95,165,x,5,3,0,8,0
7,LIV,NEW,2-1,3,2,2.07,4.1,3.15,92,1,5,0,1,6,1
8,NOT,MCI,1-2,3,4,4.3,4.3,1.72,275,2,2,0,5,7,1
9,TOT,MUN,2-1,2,3,2.17,4.0,3.0,58,2,5,0,1,6,1
10,WHU,AST,1-0,1,0,2.35,3.65,2.9,79,1,4,4,0,8,1
1,AST,BRE,1-0,3,2,1.78,3.8,4.45,325,1,2,0,1,3,1
2,BOU,CRY,0-0,4,1,2.9,3.5,2.4,106,1,2,0,0,2,1
3,CHE,TOT,0-0,0,0,2.01,3.9,3.4,120,x,2,2,3,7,0
4,EVE,FUL,2-1,5,3,1.9,3.7,4.0,326,1,3,1,1,5,1
5,LIV,BHA,0-0,2,0,2.07,4.0,3.15,232,1,4,3,1,8,1
6,LUT,ARS,1-1,2,1,4.6,4.05,1.71,156,1,2,2,1,5,1
7,MCI,BUR,1-0,2,0,1.34,5.5,8.5,101,1,4,1,1,6,1
8,MUN,WOL,2-0,3,0,1.57,4.5,5.5,26,1,6,1,1,8,1
9,NOT,SHU,1-1,2,1,2.03,3.7,3.5,38,1,7,0,2,9,1
10,WHU,NEW,0-0,0,0,2.4,3.7,2.75,39,x,1,1,2,4,0
1,BHA,NEW,3-2,3,2,2.15,3.75,3.2,253,1,2,1,2,5,1
2,CRY,TOT,1-0,1,1,2.8,3.7,2.4,258,x,1,2,2,5,0
3,EVE,MCI,0-1,0,1,3.25,3.7,2.14,34,2,3,2,3,8,1
4,FUL,ARS,1-1,1,2,3.7,3.95,1.92,235,2,2,0,3,5,1
5,LIV,NOT,0-0,1,1,1.41,5.5,6.5,222,x,4,2,0,6,0
6,LUT,BOU,1-0,1,0,2.25,3.45,3.2,302,1,2,1,2,5,1
7,MUN,AST,0-0,0,1,1.97,4.05,3.45,191,2,2,1,4,7,1
8,SHU,BUR,0-1,1,1,2.25,3.45,3.2,215,x,0,4,0,4,0
9,WHU,BRE,0-0,1,0,1.91,3.65,4.0,49,1,6,1,1,8,1
10,WOL,CHE,0-2,0,4,3.2,3.65,2.17,198,2,0,2,2,4,1
1,ARS,MCI,1-1,3,5,2.2,3.95,2.95,60,2,1,3,7,11,1
2,BOU,FUL,0-0,1,1,2.5,3.5,2.8,210,x,2,3,2,7,0
3,CHE,AST,0-0,1,1,2.01,3.85,3.5,225,x,4,2,1,7,0
4,EVE,SHU,2-2,3,2,1.77,3.75,4.7,327,1,2,0,2,4,1
5,LIV,BUR,0-0,0,0,1.41,5.25,7.0,127,x,3,1,1,5,0
6,LUT,TOT,0-2,0,3,4.05,3.85,1.85,328,2,0,1,4,5,1
7,MUN,BRE,0-1,0,1,1.65,4.2,4.9,157,2,3,0,2,5,1
8,NOT,NEW,0-2,1,2,3.6,3.95,1.94,47,2,2,1,4,7,1
9,WHU,BHA,0-1,1,1,2.45,3.6,2.8,59,x,2,2,3,7,0
10,WOL,CRY,1-0,1,0,2.3,3.55,3.0,69,1,5,2,1,8,1
1,ARS,NOT,1-0,4,0,1.39,5.25,7.25,311,1,3,1,0,4,1
2,AST,BOU,2-0,3,0,1.47,4.55,6.75,229,1,3,2,0,5,1
3,BHA,EVE,0-2,4,2,1.78,3.8,4.45,297,1,3,0,1,4,1
4,BUR,WOL,1-0,1,2,2.6,3.45,2.7,155,2,4,1,2,7,1
5,CRY,NEW,2-2,3,2,2.85,3.7,2.35,276,1,3,3,1,7,1
6,LIV,BRE,0-2,2,2,1.67,4.25,4.7,208,x,3,1,0,4,0
7,LUT,MUN,0-0,2,1,4.3,4.15,1.74,93,1,2,1,2,5,1
8,SHU,CHE,0-1,1,1,4.1,3.8,1.85,192,x,1,2,2,5,0
9,TOT,FUL,0-0,0,0,1.55,4.5,5.5,132,x,0,2,0,2,0
10,WHU,MCI,0-0,0,0,2.75,3.8,2.4,278,x,1,1,2,4,0
1,BOU,BUR,3-0,3,2,2.3,3.45,3.1,329,1,4,0,0,4,1
2,EVE,AST,1-1,1,1,2.7,3.5,2.55,220,x,3,1,3,7,0
3,FUL,CHE,0-0,0,1,3.5,3.8,2.0,245,2,3,0,2,5,1
4,LUT,ARS,0-0,1,0,4.6,4.05,1.71,156,1,2,2,1,5,1
5,MUN,BHA,2-0,3,0,2.04,3.95,3.3,174,1,4,3,3,10,1
6,NEW,LIV,1-0,3,1,2.05,4.1,3.2,330,1,3,0,2,5,1
7,NOT,BRE,1-0,3,0,2.6,3.55,2.65,56,1,4,2,1,7,1
8,SHU,MCI,1-0,1,0,4.7,4.15,1.69,315,1,1,2,3,6,1
9,TOT,WHU,0-2,1,2,1.95,3.85,3.65,142,2,2,1,2,5,1
10,WOL,CRY,0-0,1,0,2.3,3.55,3.0,69,1,5,2,1,8,1
1,BHA,TOT,0-1,1,1,2.09,3.8,3.3,295,x,0,4,0,4,0
2,BOU,ARS,0-0,1,0,4.45,4.0,1.75,143,1,2,2,5,9,1
3,CRY,BUR,0-1,0,1,1.79,3.85,4.35,13,2,4,3,2,9,1
4,EVE,BRE,1-0,3,1,2.18,3.4,3.45,259,1,3,1,1,5,1
5,FUL,AST,0-1,2,2,3.25,3.7,2.14,313,x,0,3,1,4,0
6,LIV,LUT,0-1,0,1,1.36,5.5,7.75,112,2,1,0,1,2,1
7,MUN,CHE,1-1,1,3,2.09,4.0,3.15,331,2,2,1,1,4,1
8,NEW,SHU,0-1,1,1,1.45,4.65,7.0,109,x,2,2,2,6,0
9,NOT,MCI,0-0,0,2,4.3,4.3,1.72,275,2,2,0,5,7,1
10,WHU,WOL,1-0,2,1,1.81,3.85,4.3,110,1,2,4,1,7,1
1,ARS,MCI,0-1,1,2,2.2,3.95,2.95,60,2,1,3,7,11,1
2,BUR,BRE,0-0,1,1,2.8,3.35,2.6,332,x,1,2,1,4,0
3,CHE,LUT,0-0,0,0,1.39,5.0,7.75,100,x,5,1,1,7,0
4,CRY,BHA,0-1,1,1,2.85,3.65,2.4,91,x,2,3,1,6,0
5,EVE,BOU,2-0,3,0,1.74,3.8,4.8,4,1,4,4,0,8,1
6,FUL,TOT,0-0,1,0,3.25,3.8,2.1,108,1,3,0,5,8,1
7,LIV,NEW,1-1,2,5,2.07,4.1,3.15,92,2,5,0,1,6,1
8,MUN,AST,0-2,2,2,1.97,4.05,3.45,191,x,2,1,4,7,0
9,SHU,WHU,0-2,1,4,3.4,3.6,2.12,28,2,0,2,3,5,1
10,WOL,NOT,2-0,6,0,1.93,3.8,3.75,152,1,2,2,2,6,1
1,BHA,ARS,2-0,4,0,2.3,3.75,2.95,177,1,3,0,1,4,1
2,BOU,LIV,0-1,2,2,4.05,4.15,1.8,333,x,1,1,2,4,0
3,BUR,EVE,0-0,3,0,2.9,3.4,2.5,90,1,5,0,2,7,1
4,CHE,BRE,0-0,3,0,1.69,4.0,4.9,163,1,5,1,0,6,1
5,CRY,AST,0-1,1,2,2.75,3.65,2.45,334,2,3,0,1,4,1
6,LUT,WOL,0-0,1,1,2.8,3.45,2.55,36,x,2,2,2,6,0
7,MCI,NEW,1-1,1,1,1.87,4.1,3.75,85,x,4,1,1,6,0
8,MUN,WHU,0-0,2,0,1.83,4.15,3.85,280,1,3,1,1,5,1
9,NOT,FUL,4-0,4,0,2.23,3.75,3.0,272,1,4,1,2,7,1
10,TOT,SHU,0-0,0,1,1.47,4.65,6.5,86,2,4,1,1,6,1
1,AST,ARS,0-0,0,0,2.35,3.75,2.8,335,x,1,2,1,4,0
2,BHA,LUT,1-0,3,0,1.43,4.75,7.25,105,1,7,1,0,8,1
3,BOU,NEW,0-1,1,3,4.05,3.8,1.86,51,2,1,1,5,7,1
4,BUR,TOT,0-0,1,0,3.7,3.8,1.95,162,1,3,1,3,7,1
5,CHE,EVE,1-1,3,1,1.73,3.95,4.65,136,1,5,0,2,7,1
6,CRY,MUN,0-0,0,0,2.9,3.9,2.25,316,x,1,2,1,4,0
7,FUL,WOL,0-0,2,0,2.35,3.55,3.0,15,1,3,3,1,7,1
8,LIV,NOT,1-0,2,0,1.41,5.5,6.5,222,1,4,2,0,6,1
9,MCI,SHU,2-1,5,2,1.33,5.5,8.75,298,1,4,2,0,6,1
10,WHU,BRE,2-0,2,1,1.91,3.65,4.0,49,1,6,1,1,8,1
1,ARS,MCI,1-0,1,2,2.2,3.95,2.95,60,2,1,3,7,11,1
2,BHA,AST,0-0,0,1,2.08,3.75,3.35,193,2,6,1,3,10,1
3,BOU,NOT,0-0,0,0,2.35,3.65,2.9,336,x,0,1,0,1,0
4,BRE,LUT,1-0,2,0,1.76,3.75,4.75,118,1,3,3,2,8,1
5,CHE,CRY,1-1,2,1,1.65,4.2,4.9,74,1,4,0,1,5,1
6,FUL,BUR,0-1,0,1,2.0,3.7,3.65,172,2,2,2,1,5,1
7,LIV,SHU,1-0,1,1,1.4,5.25,7.0,261,x,6,3,0,9,0
8,MUN,WHU,0-0,1,0,1.83,4.15,3.85,280,1,3,1,1,5,1
9,TOT,EVE,1-0,1,0,1.79,3.9,4.35,176,1,2,2,0,4,1
10,WOL,NEW,1-0,1,1,3.1,3.65,2.22,238,x,1,3,0,4,0
1,ARS,LIV,0-1,0,1,1.91,4.25,3.5,337,2,1,0,3,4,1
2,AST,BRE,2-0,2,0,1.78,3.8,4.45,325,1,2,0,1,3,1
3,BHA,MCI,2-1,2,2,2.4,3.8,2.75,153,x,2,2,0,4,0
4,BUR,WOL,0-0,0,0,2.6,3.45,2.7,155,x,4,1,2,7,0
5,CHE,WHU,0-0,0,1,1.87,3.9,3.9,201,2,3,0,1,4,1
6,FUL,EVE,1-2,3,3,2.6,3.5,2.7,338,x,0,2,0,2,0
7,MUN,LUT,1-0,5,2,1.36,5.5,8.0,291,1,5,0,0,5,1
8,NOT,NEW,0-2,0,3,3.6,3.95,1.94,47,2,2,1,4,7,1
9,SHU,BOU,0-0,1,1,2.18,3.45,3.35,48,x,2,4,1,7,0
10,TOT,CRY,0-0,3,0,1.71,4.15,4.5,103,1,7,0,0,7,1
1,BOU,ARS,2-0,3,3,4.45,4.0,1.75,143,x,2,2,5,9,0
2,CHE,LUT,3-0,4,1,1.39,5.0,7.75,100,1,5,1,1,7,1
3,CRY,FUL,0-1,0,2,1.9,3.85,3.85,137,2,2,1,3,6,1
4,LIV,BHA,2-1,3,2,2.07,4.0,3.15,232,1,4,3,1,8,1
5,MCI,BRE,1-1,3,2,1.55,4.4,5.75,309,1,4,0,2,6,1
6,MUN,AST,0-2,0,5,1.97,4.05,3.45,191,2,2,1,4,7,1
7,NEW,BUR,1-0,1,1,1.46,4.65,6.75,317,x,1,1,0,2,0
8,NOT,SHU,1-0,1,0,2.03,3.7,3.5,38,1,7,0,2,9,1
9,WHU,TOT,1-1,2,2,2.35,3.7,2.85,292,x,1,4,2,7,0
10,WOL,EVE,0-0,0,1,2.45,3.4,2.95,182,2,4,2,5,11,1
1,ARS,NOT,1-2,5,3,4.45,4.0,1.75,311,1,3,1,0,4,1
2,BOU,BHA,1-1,1,2,1.39,5.0,7.75,71,2,1,0,4,5,1
3,BRE,LIV,0-0,3,0,1.9,3.85,3.85,244,1,2,0,3,5,1
4,BUR,EVE,0-0,0,1,2.07,4.0,3.15,90,2,5,0,2,7,1
5,CHE,AST,0-2,1,2,1.55,4.4,5.75,225,2,4,2,1,7,1
6,MUN,MCI,0-0,1,1,1.97,4.05,3.45,46,x,1,2,2,5,0
7,NEW,SHU,0-1,1,2,1.46,4.65,6.75,109,2,2,2,2,6,1
8,TOT,LUT,2-0,3,0,2.03,3.7,3.5,67,1,2,0,0,2,1
9,WHU,FUL,1-0,1,0,2.35,3.7,2.85,339,1,3,1,0,4,1
10,WOL,CRY,0-1,1,1,2.45,3.4,2.95,69,x,5,2,1,8,0
1,AST,TOT,0-0,1,0,2.15,3.8,3.15,270,1,3,2,3,8,1
2,BOU,BRE,0-0,0,1,2.9,3.35,2.5,63,2,1,2,5,8,1
3,BUR,CRY,1-0,1,1,2.75,3.55,2.5,188,x,0,1,1,2,0
4,EVE,NEW,0-1,2,1,2.8,3.55,2.45,194,1,3,0,2,5,1
5,FUL,LUT,3-1,4,2,1.9,3.75,3.95,340,1,4,1,1,6,1
6,MCI,CHE,1-0,1,1,1.91,4.05,3.65,150,x,1,2,2,5,0
7,MUN,LIV,4-1,4,1,1.97,4.35,3.25,179,1,3,1,2,6,1
8,NOT,BHA,0-2,2,2,3.6,3.85,1.97,252,x,1,2,1,4,0
9,SHU,ARS,1-0,2,0,4.35,3.95,1.78,186,1,2,1,0,3,1
10,WHU,WOL,2-1,2,4,1.81,3.85,4.3,110,2,2,4,1,7,1
1,ARS,NEW,2-1,4,3,1.98,3.95,3.5,228,1,3,0,2,5,1
2,AST,FUL,0-1,2,2,1.58,4.35,5.5,61,x,2,2,1,5,0
3,BHA,SHU,2-1,3,2,1.47,4.55,6.75,218,1,5,0,1,6,1
4,BOU,MUN,2-0,5,1,4.15,4.1,1.78,11,1,2,1,2,5,1
5,EVE,CRY,0-0,0,1,2.14,3.55,3.35,231,2,5,3,1,9,1
6,LIV,CHE,1-0,3,1,2.12,4.05,3.05,314,1,3,1,1,5,1
7,MCI,TOT,0-0,1,0,1.82,4.15,3.9,341,1,1,2,0,3,1
8,NOT,BRE,1-0,2,1,2.6,3.55,2.65,56,1,4,2,1,7,1
9,WHU,BUR,0-0,1,1,1.6,4.2,5.5,226,x,3,3,0,6,0
10,WOL,LUT,1-2,3,2,1.82,3.75,4.35,342,1,1,0,0,1,1
1,BHA,ARS,0-0,2,0,2.3,3.75,2.95,177,1,3,0,1,4,1
2,BOU,CHE,0-1,0,2,4.2,3.85,1.82,88,2,2,2,5,9,1
3,BUR,LUT,0-1,0,2,2.08,3.55,3.55,256,2,4,0,3,7,1
4,CRY,NEW,0-2,3,3,2.85,3.7,2.35,276,x,3,3,1,7,0
5,EVE,WHU,0-1,2,2,2.5,3.5,2.8,287,x,2,2,0,4,0
6,MCI,FUL,0-0,1,1,1.39,5.25,7.25,183,x,4,2,0,6,0
7,NOT,MUN,0-2,2,4,3.7,4.2,1.86,343,2,3,1,3,7,1
8,SHU,BRE,1-1,2,1,2.85,3.35,2.55,284,1,2,2,2,6,1
9,TOT,LIV,0-0,1,1,2.1,4.1,3.05,18,x,2,2,3,7,0
10,WOL,AST,0-0,0,0,3.0,3.6,2.3,289,x,1,2,1,4,0
1,AST,BUR,1-0,1,0,1.51,4.45,6.25,199,1,2,0,0,2,1
2,BOU,TOT,0-2,0,3,3.9,3.8,1.89,32,2,3,1,3,7,1
3,BRE,ARS,1-1,1,1,3.15,3.6,2.21,170,x,2,3,2,7,0
4,CHE,NOT,2-0,4,1,1.44,4.95,6.75,171,1,4,1,2,7,1
5,CRY,WHU,3-0,5,0,2.5,3.6,2.7,219,1,4,1,1,6,1
6,EVE,LUT,0-0,0,0,1.71,3.85,4.95,165,x,5,3,0,8,0
7,FUL,LIV,0-1,1,2,3.35,4.1,2.0,54,2,1,2,4,7,1
8,MCI,WOL,0-0,0,0,1.48,4.7,6.25,76,x,4,4,1,9,0
9,NEW,BHA,0-1,0,5,2.13,3.75,3.25,344,2,1,0,2,3,1
10,SHU,MUN,1-0,2,1,4.05,4.05,1.81,66,1,1,0,1,2,1
1,BOU,FUL,0-0,0,0,2.5,3.5,2.8,210,x,2,3,2,7,0
2,BRE,BHA,0-0,0,1,2.95,3.45,2.4,200,2,0,1,3,4,1
3,BUR,MCI,1-0,1,2,4.55,4.15,1.71,271,2,0,0,4,4,1
4,EVE,AST,1-1,1,2,2.7,3.5,2.55,220,2,3,1,3,7,1
5,LUT,CRY,0-0,0,0,2.95,3.55,2.35,149,x,2,3,1,6,0
6,MUN,ARS,1-0,2,2,2.16,4.05,3.0,262,x,4,2,1,7,0
7,NEW,WHU,0-1,0,1,1.91,3.9,3.75,168,2,2,2,2,6,1
8,SHU,CHE,2-0,4,1,4.1,3.8,1.85,192,1,1,2,2,5,1
9,TOT,NOT,0-1,1,1,1.48,4.8,6.0,29,x,2,4,1,7,0
10,WOL,LIV,0-0,0,1,3.05,3.9,2.17,345,2,2,0,2,4,1
1,ARS,CHE,0-1,1,2,2.03,3.9,3.35,124,2,4,1,1,6,1
2,AST,WOL,0-0,0,0,,1.69,4.05,160,x,2,1,1,4,0
3,BHA,NEW,0-2,0,3,2.15,3.75,3.2,253,2,2,1,2,5,1
4,BUR,MUN,1-1,1,3,3.85,3.8,1.92,273,2,1,2,3,6,1
5,FUL,CRY,0-0,5,0,1.97,3.65,3.75,346,1,2,0,1,3,1
6,LIV,NOT,2-2,4,3,1.41,5.5,6.5,222,1,4,2,0,6,1
7,LUT,BOU,0-0,0,1,2.25,3.45,3.2,302,2,2,1,2,5,1
8,MCI,BRE,3-0,4,2,1.55,4.4,5.75,309,1,4,0,2,6,1
9,SHU,TOT,1-2,1,3,3.8,3.8,1.93,181,2,2,0,3,5,1
10,WHU,EVE,2-1,3,1,1.96,3.65,3.8,347,1,4,0,1,5,1
1,ARS,BRE,4-1,6,1,1.63,4.15,5.25,301,1,2,1,0,3,1
2,BUR,AST,1-1,2,2,3.65,3.7,1.99,52,x,2,3,0,5,0
3,CHE,BHA,0-0,1,1,2.08,3.75,3.35,81,x,0,1,5,6,0
4,CRY,NEW,0-1,2,2,2.85,3.7,2.35,276,x,3,3,1,7,0
5,FUL,BOU,1-1,3,1,1.94,3.7,3.85,250,1,2,2,2,6,1
6,LIV,MUN,0-1,0,3,2.07,4.3,3.05,148,2,0,2,3,5,1
7,NOT,LUT,1-2,2,2,1.95,3.8,3.7,185,x,3,2,3,8,0
8,TOT,EVE,0-1,1,1,1.79,3.9,4.35,176,x,2,2,0,4,0
9,WHU,MCI,0-1,2,1,2.75,3.8,2.4,278,1,1,1,2,4,1
10,WOL,SHU,1-0,2,1,1.89,3.65,4.1,348,1,1,2,1,4,1
1,ARS,AST,0-0,1,0,1.92,3.95,3.65,87,1,2,2,3,7,1
2,BRE,WHU,0-0,1,0,2.6,3.45,2.7,89,1,3,0,4,7,1
3,BUR,FUL,0-0,0,0,2.4,3.55,2.9,73,x,1,4,1,6,0
4,CHE,TOT,2-1,2,1,2.01,3.9,3.4,120,1,2,2,3,7,1
5,EVE,LUT,0-1,1,1,1.71,3.85,4.95,165,x,5,3,0,8,0
6,LIV,BOU,0-2,1,3,1.38,5.25,7.5,279,2,5,0,2,7,1
7,MCI,SHU,2-0,4,2,1.33,5.5,8.75,298,1,4,2,0,6,1
8,MUN,BHA,0-2,0,4,2.04,3.95,3.3,174,2,4,3,3,10,1
9,NEW,WOL,1-1,2,1,1.63,4.15,5.25,140,1,5,1,2,8,1
10,NOT,CRY,0-1,1,1,2.55,3.75,2.6,123,x,0,2,2,4,0
1,AST,EVE,3-0,4,1,1.82,3.8,4.25,98,1,4,1,1,6,1
2,BRE,BOU,0-0,0,0,1.8,3.7,4.6,178,x,3,2,3,8,0
3,BUR,ARS,0-0,0,1,4.2,3.95,1.8,349,2,2,1,1,4,1
4,CHE,SHU,1-0,2,0,1.43,4.75,7.25,350,1,4,0,1,5,1
5,FUL,NEW,0-3,3,6,3.4,3.8,2.05,221,2,0,1,4,5,1
6,LIV,BHA,0-0,4,1,2.07,4.0,3.15,232,1,4,3,1,8,1
7,LUT,TOT,1-0,1,1,4.05,3.85,1.85,328,x,0,1,4,5,0
8,MCI,WHU,2-1,2,2,1.7,4.25,4.5,190,x,1,2,1,4,0
9,NOT,MUN,1-1,2,3,3.7,4.2,1.86,343,2,3,1,3,7,1
10,WOL,CRY,0-1,1,1,2.3,3.55,3.0,69,x,5,2,1,8,0
1,ARS,AST,0-3,2,3,1.92,3.95,3.65,87,2,2,2,3,7,1
2,BHA,TOT,1-1,3,3,2.09,3.8,3.3,295,x,0,4,0,4,0
3,BOU,BUR,1-0,2,0,2.3,3.45,3.1,329,1,4,0,0,4,1
4,BRE,MUN,0-1,0,1,2.95,3.7,2.3,351,2,1,1,3,5,1
5,EVE,FUL,2-0,5,1,1.9,3.7,4.0,326,1,3,1,1,5,1
6,LIV,CRY,0-1,1,1,1.63,4.5,4.7,213,x,6,2,0,8,0
7,LUT,CHE,0-2,0,4,4.35,3.9,1.78,304,2,1,0,2,3,1
8,MCI,WOL,2-0,3,0,1.48,4.7,6.25,76,1,4,4,1,9,1
9,SHU,NEW,0-0,2,3,3.95,3.8,1.89,131,2,1,0,5,6,1
10,WHU,NOT,0-0,2,1,1.6,4.35,5.25,233,1,2,1,0,3,1
1,ARS,FUL,1-0,3,1,1.45,4.85,6.5,0,1,5,0,1,6,1
2,BOU,AST,0-2,0,2,3.85,3.75,1.93,264,2,2,0,1,3,1
3,BRE,WHU,0-2,0,3,2.6,3.45,2.7,89,2,3,0,4,7,1
4,CHE,BHA,0-0,1,2,2.08,3.75,3.35,81,2,0,1,5,6,1
5,MUN,BUR,0-0,1,0,1.41,5.0,7.0,319,1,6,0,0,6,1
6,NEW,LUT,0-1,2,1,1.41,4.9,7.5,324,1,3,2,0,5,1
7,NOT,MCI,0-1,0,2,4.3,4.3,1.72,275,2,2,0,5,7,1
8,SHU,EVE,0-0,3,0,2.95,3.4,2.45,57,1,2,1,2,5,1
9,TOT,CRY,1-0,1,0,1.71,4.15,4.5,103,1,7,0,0,7,1
10,WOL,LIV,1-0,2,0,3.05,3.9,2.17,345,1,2,0,2,4,1
1,ARS,SHU,0-0,0,0,1.39,5.0,7.75,293,x,1,2,0,3,0
2,BRE,NOT,1-0,4,3,1.86,3.8,4.05,125,1,2,0,2,4,1
3,BUR,WHU,3-2,4,2,3.3,3.6,2.16,111,1,3,1,3,7,1
4,CRY,CHE,0-0,2,1,2.95,3.7,2.3,234,1,2,0,2,4,1
5,EVE,LUT,1-0,2,0,1.71,3.85,4.95,165,1,5,3,0,8,1
6,FUL,BOU,0-0,2,1,1.94,3.7,3.85,250,1,2,2,2,6,1
7,MCI,LIV,1-0,1,0,1.8,4.4,3.8,6,1,3,2,0,5,1
8,MUN,AST,0-2,1,4,1.97,4.05,3.45,191,2,2,1,4,7,1
9,NEW,BHA,1-3,2,5,2.13,3.75,3.25,344,2,1,0,2,3,1
10,WOL,TOT,1-0,3,1,3.0,3.65,2.3,216,1,2,1,4,7,1
1,ARS,LUT,1-2,4,2,1.35,5.25,8.5,20,1,6,1,0,7,1
2,AST,WHU,0-0,0,0,1.99,3.8,3.6,115,x,2,2,0,4,0
3,BUR,NOT,0-1,0,2,2.24,3.65,3.05,205,2,0,1,2,3,1
4,CHE,WOL,2-0,4,1,1.6,4.25,5.5,53,1,3,4,0,7,1
5,CRY,NEW,0-0,1,1,2.85,3.7,2.35,276,x,3,3,1,7,0
6,EVE,BHA,2-0,2,0,2.8,3.45,2.5,146,1,3,0,0,3,1
7,FUL,MUN,0-0,0,0,3.45,4.0,1.97,195,x,0,2,3,5,0
8,MCI,BRE,0-2,1,2,1.55,4.4,5.75,309,2,4,0,2,6,1
9,SHU,BOU,1-0,1,0,2.18,3.45,3.35,48,1,2,4,1,7,1
10,TOT,LIV,2-0,2,0,2.1,4.1,3.05,18,1,2,2,3,7,1
1,ARS,BHA,2-0,2,1,1.99,3.85,3.5,134,1,2,1,1,4,1
2,BRE,BUR,1-0,1,3,1.85,3.65,4.35,23,2,3,1,3,7,1
3,CHE,LIV,1-0,2,2,2.0,4.15,3.3,24,x,2,1,1,4,0
4,EVE,CRY,2-0,3,1,2.14,3.55,3.35,231,1,5,3,1,9,1
5,LUT,BOU,1-0,1,1,2.25,3.45,3.2,302,x,2,1,2,5,0
6,MUN,SHU,0-1,1,2,1.4,5.25,7.25,167,2,5,0,1,6,1
7,NEW,WOL,0-0,0,1,1.63,4.15,5.25,140,2,5,1,2,8,1
8,NOT,AST,1-1,2,2,3.95,4.1,1.82,352,x,0,2,1,3,0
9,TOT,MCI,0-1,2,2,2.45,3.9,2.65,281,x,2,1,2,5,0
10,WHU,FUL,2-0,2,2,2.35,3.7,2.85,339,x,3,1,0,4,0
1,ARS,CRY,0-0,0,0,1.59,4.4,5.25,50,x,3,3,0,6,0
2,BHA,BOU,0-0,0,0,1.45,4.6,7.0,99,x,2,2,0,4,0
3,BRE,AST,1-2,2,2,2.8,3.5,2.5,144,x,2,2,2,6,0
4,CHE,TOT,0-0,0,1,2.01,3.9,3.4,120,2,2,2,3,7,1
5,MCI,BUR,1-0,3,0,1.34,5.5,8.5,101,1,4,1,1,6,1
6,MUN,LUT,1-1,2,1,1.36,5.5,8.0,291,1,5,0,0,5,1
7,NEW,LIV,0-2,0,5,2.05,4.1,3.2,330,2,3,0,2,5,1
8,NOT,FUL,2-1,5,2,2.23,3.75,3.0,272,1,4,1,2,7,1
9,SHU,WHU,0-0,1,1,3.4,3.6,2.12,28,x,0,2,3,5,0
10,WOL,EVE,0-1,0,2,2.45,3.4,2.95,182,2,4,2,5,11,1
1,BUR,AST,1-1,1,1,3.65,3.7,1.99,52,x,2,3,0,5,0
2,CRY,BOU,0-1,4,2,1.74,3.9,4.65,126,1,3,3,1,7,1
3,EVE,LIV,0-0,0,2,2.75,3.8,2.4,308,2,2,1,1,4,1
4,FUL,BRE,0-0,1,1,2.5,3.45,2.8,35,x,2,3,1,6,0
5,LUT,WHU,0-1,2,3,3.55,3.65,2.04,5,2,1,1,5,7,1
6,MCI,CHE,1-0,2,0,1.91,4.05,3.65,150,1,1,2,2,5,1
7,MUN,BHA,2-0,3,1,2.04,3.95,3.3,174,1,4,3,3,10,1
8,NOT,SHU,0-0,2,1,2.03,3.7,3.5,38,1,7,0,2,9,1
9,TOT,NEW,1-1,1,1,2.17,3.8,3.1,151,x,4,2,0,6,0
10,WOL,ARS,1-0,1,1,3.35,3.75,2.07,305,x,2,1,2,5,0
1,ARS,LIV,0-3,1,3,1.91,4.25,3.5,337,2,1,0,3,4,1
